literaturwettbewerb_ausgabe_id;literaturwettbewerb_ausgabe_titel;vonliteraturwettbewerb;literaturwettbewerb_id;jahr;gewinner;gewinnertexte;jury;themenvorgabe;preise;quelle_website
LWA172;Schreibwettbewerb des Literaturhaus Zürich Januar 2017;Schreibwettbewerb des Literaturhaus Zürich;L36;2017;Nikolaisen, Nele;Planmässig;"Fingerhuth, Catharina; Läubli, Martina; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina; Studer, Liliane; Hodel, Mirza; Imboden, Delia; Schneider, Gesa; Vonlahnthen, Isabelle";"Jahresthema: Erste Sätze; Monatsthema: ""Sie kam immer auf dem Bahnsteig II an und fuhr auf dem Bahnsteig I weg."" (Ingeborg Bachmann, Drei Wege zum See)";Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/planmaessig-von-nele-nikolaisen/; https://literaturhaus.ch/event/schreibwettbewerb-2017-lesung-der-gewinnerinnen/"
LWA173;Schreibwettbewerb des Literaturhaus Zürich Februar 2017;Schreibwettbewerb des Literaturhaus Zürich;L36;2017;Frie, Maike;Der Karton;"Fingerhuth, Catharina; Läubli, Martina; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina; Studer, Liliane; Hodel, Mirza; Imboden, Delia; Schneider, Gesa; Vonlahnthen, Isabelle";"Jahresthema: Erste Sätze; Monatsthema: ""Es regnete stundenlang, nächtelang, tagelang, wochenlang."" (Friedrich Dürrenmatt, Grieche sucht Griechin)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/der-karton-von-maike-frie/
LWA174;Schreibwettbewerb des Literaturhaus Zürich März 2017;Schreibwettbewerb des Literaturhaus Zürich;L36;2017;Schneiter, Marco;Es war einmal…;"Fingerhuth, Catharina; Läubli, Martina; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina; Studer, Liliane; Hodel, Mirza; Imboden, Delia; Schneider, Gesa; Vonlahnthen, Isabelle";"Jahresthema: Erste Sätze; Monatsthema: ""Es war einmal.""";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/es-war-einmal-von-marco-schneiter/
LWA175;Schreibwettbewerb des Literaturhaus Zürich April 2017;Schreibwettbewerb des Literaturhaus Zürich;L36;2017;Walder, Claudia;Dreizehn;"Fingerhuth, Catharina; Läubli, Martina; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina; Studer, Liliane; Hodel, Mirza; Imboden, Delia; Schneider, Gesa; Vonlahnthen, Isabelle";"Jahresthema: Erste Sätze; Monatsthema: ""Es war ein strahlend-kalter Apriltag, und die Uhren schlugen dreizehn."" (George Orwell, 1984)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/dreizehn-von-claudia-walder/
LWA176;Schreibwettbewerb des Literaturhaus Zürich Mai 2017;Schreibwettbewerb des Literaturhaus Zürich;L36;2017;Geertz, Constanze;Die Aufgabe;"Fingerhuth, Catharina; Läubli, Martina; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina; Studer, Liliane; Hodel, Mirza; Imboden, Delia; Schneider, Gesa; Vonlahnthen, Isabelle";"Jahresthema: Erste Sätze; Monatsthema: ""Wie froh ich bin, dass ich weg bin."" (Johann Wolfgang von Goethe, Die Leiden des jungen Werthers)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-aufgabe-von-constanze-geertz/
LWA177;Schreibwettbewerb des Literaturhaus Zürich Juni 2017;Schreibwettbewerb des Literaturhaus Zürich;L36;2017;Kobler, Seraina;Auf der anderen Seite des Zauns;"Fingerhuth, Catharina; Läubli, Martina; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina; Studer, Liliane; Hodel, Mirza; Imboden, Delia; Schneider, Gesa; Vonlahnthen, Isabelle";"Jahresthema: Erste Sätze; Monatsthema: ""Am Rande der kleinen, kleinen Stadt lag ein alter, verwahrloster Garten."" (Astrid Lindgren, Pippi Langstrumpf)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/auf-der-anderen-seite-des-zauns-von-seraina-kobler/
LWA178;Schreibwettbewerb des Literaturhaus Zürich Juli 2017;Schreibwettbewerb des Literaturhaus Zürich;L36;2017;Widmer, Hanna;Juli;"Fingerhuth, Catharina; Läubli, Martina; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina; Studer, Liliane; Hodel, Mirza; Imboden, Delia; Schneider, Gesa; Vonlahnthen, Isabelle";"Jahresthema: Erste Sätze; Monatsthema: ""Ich packte meinen Koffer und nahm mit."" (Henriette Vásárhelyi, Seit ich fort bin, Dörlemann Verlag)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/juli-von-hanna-widmer/
LWA179;Schreibwettbewerb des Literaturhaus Zürich August 2017;Schreibwettbewerb des Literaturhaus Zürich;L36;2017;Meier, Mara;Der Hund;"Fingerhuth, Catharina; Läubli, Martina; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina; Studer, Liliane; Hodel, Mirza; Imboden, Delia; Schneider, Gesa; Vonlahnthen, Isabelle";"Jahresthema: Erste Sätze; Monatsthema: ""Er hiess Rolf und war ein kräftiger Deutscher Schäferhund."" (Romana Ganzoni, Der Schäferhund, in: Granada Grischun, Edition Blau im Rotpunkt Verlag)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/der-hund-von-mara-meier/
LWA180;Schreibwettbewerb des Literaturhaus Zürich September 2017;Schreibwettbewerb des Literaturhaus Zürich;L36;2017;Liehner, Marisa;In Ordnung;"Fingerhuth, Catharina; Läubli, Martina; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina; Studer, Liliane; Hodel, Mirza; Imboden, Delia; Schneider, Gesa; Vonlahnthen, Isabelle";"Jahresthema: Erste Sätze; Monatsthema: ""Am Anfang stellt man vielleicht eine Faustregel auf."" (Jens Nielsen, Flusspferd im Frauenbad, Der gesunde Menschenverstand)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/in-ordnung-von-marisa-liehner/
LWA181;Schreibwettbewerb des Literaturhaus Zürich Oktober 2017;Schreibwettbewerb des Literaturhaus Zürich;L36;2017;Lehmann, Andreas;Aus dieser allzu großen Ferne;"Fingerhuth, Catharina; Läubli, Martina; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina; Studer, Liliane; Hodel, Mirza; Imboden, Delia; Schneider, Gesa; Vonlahnthen, Isabelle";"Jahresthema: Erste Sätze; Monatsthema: ""Wattenhofer kippt die Rückenlehne seines Bürostuhls nach hinten und legt den Kopf in den Nacken."" (Lorenz Langenegger, Dorffrieden, Jung & Jung Verlag)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/aus-dieser-allzu-grossen-ferne-von-andreas-lehmann/
LWA182;Schreibwettbewerb des Literaturhaus Zürich November 2017;Schreibwettbewerb des Literaturhaus Zürich;L36;2017;Linggi, Dolores;mögliches;"Fingerhuth, Catharina; Läubli, Martina; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina; Studer, Liliane; Hodel, Mirza; Imboden, Delia; Schneider, Gesa; Vonlahnthen, Isabelle";"Jahresthema: Erste Sätze; Monatsthema: ""Ich habe nicht gedacht, dass es geschehen würde."" (Manuela Di Franco, Der Himmel ist grün, Lenos Verlag)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/moegliches-von-dolores-linggi/
LWA183;Schreibwettbewerb des Literaturhaus Zürich Dezember 2017;Schreibwettbewerb des Literaturhaus Zürich;L36;2017;Ruckpaul, Lea;Ein unerträglicher Zustand;"Fingerhuth, Catharina; Läubli, Martina; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina; Studer, Liliane; Hodel, Mirza; Imboden, Delia; Schneider, Gesa; Vonlahnthen, Isabelle";"Jahresthema: Erste Sätze; Monatsthema: ""Unter der Tür schimmert das Licht durch."" (Selim Özdogan, Wo noch Licht brennt, Haymon Verlag)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/ein-unertraeglicher-zustand-von-lea-ruckpaul/
LWA184;Schreibwettbewerb des Literaturhaus Zürich Januar 2018;Schreibwettbewerb des Literaturhaus Zürich;L36;2018;Chang-Voser, Gabriela;Brüche;"Jeremić, Sidonie; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Bilder; Monatsthema: ---";Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/brueche-von-gabriela-cheng-voser/; https://literaturhaus.ch/event/schreibwettbewerb-2018-lesung-der-gewinnerinnen-und-gewinner/"
LWA185;Schreibwettbewerb des Literaturhaus Zürich Februar 2018;Schreibwettbewerb des Literaturhaus Zürich;L36;2018;Gläsel, Astrid;Ein warmer Wind;"Jeremić, Sidonie; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Bilder; Monatsthema: ---";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/ein-warmer-wind-von-astrid-glaesel/
LWA186;Schreibwettbewerb des Literaturhaus Zürich März 2018;Schreibwettbewerb des Literaturhaus Zürich;L36;2018;Tschopp, Lukas;Dame und Turm;"Jeremić, Sidonie; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Bilder; Monatsthema: ---";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/dame-und-turm-von-lukas-tschopp/
LWA187;Schreibwettbewerb des Literaturhaus Zürich April 2018;Schreibwettbewerb des Literaturhaus Zürich;L36;2018;Quirin, Anne;Consuela;"Jeremić, Sidonie; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Bilder; Monatsthema: ---";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/consuela-von-anne-quirin/
LWA188;Schreibwettbewerb des Literaturhaus Zürich Mai 2018;Schreibwettbewerb des Literaturhaus Zürich;L36;2018;Salzmann, Daniel;Bienenelfe;"Jeremić, Sidonie; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Bilder; Monatsthema: ---";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/bienenelfe-von-daniel-salzmann/
LWA189;Schreibwettbewerb des Literaturhaus Zürich Juni 2018;Schreibwettbewerb des Literaturhaus Zürich;L36;2018;Hofstetter, Julia;Die Falle;"Jeremić, Sidonie; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Bilder; Monatsthema: ---";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-falle-von-julia-hofstetter/
LWA190;Schreibwettbewerb des Literaturhaus Zürich Juli 2018;Schreibwettbewerb des Literaturhaus Zürich;L36;2018;Meyer, Ela;Wunde Punkte;"Jeremić, Sidonie; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Bilder; Monatsthema: ---";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/wunde-punkte-von-ela-meyer/
LWA191;Schreibwettbewerb des Literaturhaus Zürich September 2018;Schreibwettbewerb des Literaturhaus Zürich;L36;2018;Folie, Isabel;Das leere Gewicht;"Jeremić, Sidonie; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Bilder; Monatsthema: ---";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/das-leere-gewicht-von-isabel-folie/
LWA192;Schreibwettbewerb des Literaturhaus Zürich Oktober 2018;Schreibwettbewerb des Literaturhaus Zürich;L36;2018;Menz, Lars;Neubaugebiet;"Jeremić, Sidonie; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Bilder; Monatsthema: ---";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/neubaugebiet-von-lars-menz/
LWA193;Schreibwettbewerb des Literaturhaus Zürich November 2018;Schreibwettbewerb des Literaturhaus Zürich;L36;2018;Ehrensberger, Viviane;Der Gutachter;"Jeremić, Sidonie; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Bilder; Monatsthema: ---";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/der-gutachter-von-viviane-ehrensberger/
LWA194;Schreibwettbewerb des Literaturhaus Zürich Dezember 2018;Schreibwettbewerb des Literaturhaus Zürich;L36;2018;Morgenthaler, Simon;Grantiger Brocken;"Jeremić, Sidonie; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Bilder; Monatsthema: ---";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/grantiger-brocken-von-simon-morgenthaler/
LWA195;Schreibwettbewerb des Literaturhaus Zürich Januar 2019;Schreibwettbewerb des Literaturhaus Zürich;L36;2019;Hühne, Michèle;Erklärungstod;"Schmid, Eliane; Schneider, Gesa; Schulthesss, Leonora; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Zahlen; Monatsthema: Eins";Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/erklaerungstod-von-michele-huehne/; https://literaturhaus.ch/event/schreibwettbewerb-2019-lesung-der-gewinnerinnen/"
LWA196;Schreibwettbewerb des Literaturhaus Zürich Februar 2019;Schreibwettbewerb des Literaturhaus Zürich;L36;2019;Schwenk, Lina;4x21=84;"Schmid, Eliane; Schneider, Gesa; Schulthesss, Leonora; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Zahlen; Monatsthema: 2184";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/4x2184-von-lina-schwenk/
LWA197;Schreibwettbewerb des Literaturhaus Zürich März 2019;Schreibwettbewerb des Literaturhaus Zürich;L36;2019;Gold, Louise;Die Malaria von Pi;"Schmid, Eliane; Schneider, Gesa; Schulthesss, Leonora; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Zahlen; Monatsthema: Pi (3,14159…)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-malaria-von-pi-von-louise-gold/
LWA198;Schreibwettbewerb des Literaturhaus Zürich April 2019;Schreibwettbewerb des Literaturhaus Zürich;L36;2019;Zimmermann, Sibylle;Morsche Knochen;"Schmid, Eliane; Schneider, Gesa; Schulthesss, Leonora; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Zahlen; Monatsthema: Million";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/morsche-knochen-von-sibylle-zimmermann/
LWA199;Schreibwettbewerb des Literaturhaus Zürich Mai 2019;Schreibwettbewerb des Literaturhaus Zürich;L36;2019;Lindner, Martin M.;Schimmlers Teilung;"Schmid, Eliane; Schneider, Gesa; Schulthesss, Leonora; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Zahlen; Monatsthema: ½";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/schimmlers-teilung-von-martin-m-lindner/
LWA200;Schreibwettbewerb des Literaturhaus Zürich Juni 2019;Schreibwettbewerb des Literaturhaus Zürich;L36;2019;Späni, Marc;Der Bahnwärter;"Schmid, Eliane; Schneider, Gesa; Schulthesss, Leonora; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Zahlen; Monatsthema: ∞ (Unendlichkeit)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/der-bahnwaerter-von-marc-spaeni/
LWA201;Schreibwettbewerb des Literaturhaus Zürich Juli 2019;Schreibwettbewerb des Literaturhaus Zürich;L36;2019;Leroch, Karin;Die Höhle des Drachen;"Schmid, Eliane; Schneider, Gesa; Schulthesss, Leonora; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Zahlen; Monatsthema: Drei";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-hoehle-des-drachen-von-karin-leroch/
LWA202;Schreibwettbewerb des Literaturhaus Zürich August 2019;Schreibwettbewerb des Literaturhaus Zürich;L36;2019;Boller, Dieter;Wiedersehen im Hamam;"Schmid, Eliane; Schneider, Gesa; Schulthesss, Leonora; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Zahlen; Monatsthema: 1492";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/wiedersehen-im-hamam-von-dieter-boller/
LWA203;Schreibwettbewerb des Literaturhaus Zürich September 2019;Schreibwettbewerb des Literaturhaus Zürich;L36;2019;Ruffieux, Katinka;Streuner;"Schmid, Eliane; Schneider, Gesa; Schulthesss, Leonora; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Zahlen; Monatsthema: 13";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/streuner-von-katinka-ruffieux/
LWA204;Schreibwettbewerb des Literaturhaus Zürich Oktober 2019;Schreibwettbewerb des Literaturhaus Zürich;L36;2019;Hermens, Helen;Vogelmanns Interpretation;"Schmid, Eliane; Schneider, Gesa; Schulthesss, Leonora; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Zahlen; Monatsthema: XX";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/5037/
LWA205;Schreibwettbewerb des Literaturhaus Zürich November 2019;Schreibwettbewerb des Literaturhaus Zürich;L36;2019;Jacobs, David;Robinson und Level -17;"Schmid, Eliane; Schneider, Gesa; Schulthesss, Leonora; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Zahlen; Monatsthema: -17";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/robinson-und-level-17-von-david-jacobs/
LWA206;Schreibwettbewerb des Literaturhaus Zürich Dezember 2019;Schreibwettbewerb des Literaturhaus Zürich;L36;2019;"Abt, Sabine; LaBe, Sabine";"frostkeimer; Leerheit";"Schmid, Eliane; Schneider, Gesa; Schulthesss, Leonora; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Zahlen; Monatsthema: Null";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/frostkeimer-von-sabine-abt-leerheit-von-sabine-labe/
LWA207;Schreibwettbewerb des Literaturhaus Zürich Januar 2020;Schreibwettbewerb des Literaturhaus Zürich;L36;2020;Hausammann, Flora;Grenzübertretung (oder: eben nicht);"Genhart, Zoë; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Klima- und andere Katastrophen; Monatsthema: Schneefallgrenze steigend";Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/grenzuebertretung-oder-eben-nicht-von-flora-hausammann/; https://www.kulturzueri.ch/db/veranstaltungen/schreibwettbewerb-2020-online-lesung-der-gewinner-innen/"
LWA208;Schreibwettbewerb des Literaturhaus Zürich Februar 2020;Schreibwettbewerb des Literaturhaus Zürich;L36;2020;Beck, Anton;Im Wattenmeer;"Genhart, Zoë; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Klima- und andere Katastrophen; Monatsthema: How dare you? (Greta Thunberg)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/im-wattenmeer-von-anton-beck/
LWA209;Schreibwettbewerb des Literaturhaus Zürich März 2020;Schreibwettbewerb des Literaturhaus Zürich;L36;2020;Wiesendanger, Bettina;Dementieren;"Genhart, Zoë; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Klima- und andere Katastrophen; Monatsthema: Kugelblitz";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/dementieren-von-bettina-wiesendanger/
LWA210;Schreibwettbewerb des Literaturhaus Zürich April 2020;Schreibwettbewerb des Literaturhaus Zürich;L36;2020;Pfrunder, Tara;Und noch einen Meter mehr;"Genhart, Zoë; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Klima- und andere Katastrophen; Monatsthema: Fallgeschwindigkeit";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/und-noch-einen-meter-mehr-von-tara-pfrunder/
LWA211;Schreibwettbewerb des Literaturhaus Zürich Mai 2020;Schreibwettbewerb des Literaturhaus Zürich;L36;2020;Ammann, Corinne;Distanzierter Besuch;"Genhart, Zoë; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Klima- und andere Katastrophen; Monatsthema: Gebietsweise Aufhellungen";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/distanzierter-besuch-von-corinne-ammann/
LWA212;Schreibwettbewerb des Literaturhaus Zürich Juni 2020;Schreibwettbewerb des Literaturhaus Zürich;L36;2020;Metzger, Nina Maria;Abgespielt;"Genhart, Zoë; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Klima- und andere Katastrophen; Monatsthema: Wintersonnenwende";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/abgespielt-von-nina-maria-metzger/
LWA213;Schreibwettbewerb des Literaturhaus Zürich Juli 2020;Schreibwettbewerb des Literaturhaus Zürich;L36;2020;Estis, Alexander;El Niño;"Genhart, Zoë; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Klima- und andere Katastrophen; Monatsthema: El Niño";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/el-nino-von-alexander-estis/
LWA214;Schreibwettbewerb des Literaturhaus Zürich August 2020;Schreibwettbewerb des Literaturhaus Zürich;L36;2020;Kergl, Mirjam;Der Frühling neigt sich dem Sommer zu;"Genhart, Zoë; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Klima- und andere Katastrophen; Monatsthema: Weltenbrand";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/der-fruehling-neigt-sich-dem-sommer-zu-von-mirjam-kergl/
LWA215;Schreibwettbewerb des Literaturhaus Zürich September 2020;Schreibwettbewerb des Literaturhaus Zürich;L36;2020;"Müller, Colin; Albrecht, Andrin";"Jesus im Bade; Und danke für den Fisch";"Genhart, Zoë; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Klima- und andere Katastrophen; Monatsthema: ""Es ist unsinkbar!"" (Zitat aus Titanic)";Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/jesus-im-bade-von-colin-mueller/; https://literaturhaus.ch/schreibwettbwerb-t/und-danke-fuer-den-fisch-von-andrin-albrecht/"
LWA216;Schreibwettbewerb des Literaturhaus Zürich Oktober 2020;Schreibwettbewerb des Literaturhaus Zürich;L36;2020;Tägder, Susanne;Sieben Minuten;"Genhart, Zoë; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Klima- und andere Katastrophen; Monatsthema: Fata Morgana";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/sieben-minuten-von-susanne-taegder/
LWA217;Schreibwettbewerb des Literaturhaus Zürich November 2020;Schreibwettbewerb des Literaturhaus Zürich;L36;2020;Grupen, Cornelius;Die Himmelsharfe;"Genhart, Zoë; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Klima- und andere Katastrophen; Monatsthema: Meteoritenschauer";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-himmelsharfe-von-cornelius-grupen/
LWA218;Schreibwettbewerb des Literaturhaus Zürich Dezember 2020;Schreibwettbewerb des Literaturhaus Zürich;L36;2020;Keller, Jasmine;Zurückgekehrt;"Genhart, Zoë; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Klima- und andere Katastrophen; Monatsthema: Raunächte";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/zurueckgekehrt-von-jasmine-keller/
LWA219;Schreibwettbewerb des Literaturhaus Zürich Januar 2021;Schreibwettbewerb des Literaturhaus Zürich;L36;2021;Laufer, Anke;Das Zeichen;"Heuer, Lea; Schneider, Gesa; Vonlanthen, Isabelle; Bissig, Florian; Fingerhuth, Catharina; Fuchs, Elisa; Kuhn, Christoph; Nielsen, Jens; Rodgers, Davina";"Jahresthema: Die Grossen Zwölf; Monatsthema: Hoffnung";Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/das-zeichen-von-anke-laufer/; https://literaturhaus.ch/veranstaltungen/schreibwettbewerb-2021-lesung-der-gewinnerinnen/"
